situation,subject,valid,wide,TR,LM,narrow,remarks,response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,The cup is on the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,do_you_speak_other_languages_besides_your_native_language_if_so_please_specify_which_languages_gold,if_you_answered_other_please_specify_gold,what_is_the_highest_educational_degree_you_have_obtained_gold,what_is_your_age_gold,what_is_your_native_language_if_you_grew_up_with_more_than_one_language_please_specify_gold
10,1,,,,,,,The ring is on the finger.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,,,,,,,The boat is on the water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1,,,,,,,It is on the knife.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1,,,,,,,It is above the table.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1,,,,,,,It is in the bag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1,,,,,,,It is around the house.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1,,,,,,,It is under the chair.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1,,,,,,,It is on the side of the hill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1,,,,,,,It is on the towel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1,,,,,,,It is on the plate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,,,,,,,It is in the bowl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1,,,,,,,It is on the end of the stick.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1,,,,,,,The shoe is on the foot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1,,,,,,,It is on the needle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1,,,,,,,It is on the stump.
24,1,,,,,,,It is under the napkin.
25,1,,,,,,,It is on the wall.
26,1,,,,,,,It is on the cup.
27,1,,,,,,,It is on the branch.
28,1,,,,,,,It is on the stamp.
29,1,,,,,,,It is on the table.
3,1,,,,,,,The stamp is on the envelope.
30,1,,,,,,,It is through the Apple.
31,1,,,,,,,It is under the table.
32,1,,,,,,,It is in the fish bowl.
33,1,,,,,,,It is on the line.
34,1,,,,,,,It is on the roof.
35,1,,,,,,,It is on the ankle.
36,1,,,,,,,It is above the hill.
37,1,,,,,,,It is on the line.
38,1,,,,,,,He is beside the fire.
39,1,,,,,,,It is in the mouth.
4,1,,,,,,,It is around the candle.
40,1,,,,,,,It is on the rug.
41,1,,,,,,,It is on the branch.
42,1,,,,,,,It is around the waist.
43,1,,,,,,,It is slithering over the stump.
44,1,,,,,,,It is on the wall.
45,1,,,,,,,It is on the tree.
46,1,,,,,,,It is around the head.
47,1,,,,,,,It is in the bed.
48,1,,,,,,,It is outside of the window.
49,1,,,,,,,It is in front of the church.
5,1,,,,,,,It is on the head.
50,1,,,,,,,It is on the wall.
51,1,,,,,,,It is around the neck.
52,1,,,,,,,They are on the walls.
53,1,,,,,,,It is underneath the table.
54,1,,,,,,,It is in the cage.
55,1,,,,,,,It is around the stump.
56,1,,,,,,,It is on the pole.
57,1,,,,,,,It is on the chain.
58,1,,,,,,,It is against the wall.
59,1,,,,,,,It is on the desk.
6,1,,,,,,,The dog is beside the dog house.
60,1,,,,,,,It is in the fence.
61,1,,,,,,,They are on the cabinet doors.
62,1,,,,,,,It is in the bottle.
63,1,,,,,,,It is on the ceiling.
64,1,,,,,,,He is behind the chair.
65,1,,,,,,,It is on the hill.
66,1,,,,,,,It is on the bag.
67,1,,,,,,,It is in the tree.
68,1,,,,,,,It is on the shirt.
69,1,,,,,,,It is in the ear.
7,1,,,,,,,The spider is on the ceiling.
70,1,,,,,,,It is on the arrow.
71,1,,,,,,,It is in the dog house.
8,1,,,,,,,The book is on the shelf.
9,1,,,,,,,The coat is on the hook.
1,2,,,,,,,The teacup and saucer is sitting on the table and is off center to the right by a half saucer width.
10,2,,,,,,,The ring is being worn on the finger near the fingers base.
11,2,,,,,,,The boat is riding long the waves of the water.
12,2,,,,,,,The substance is on the blade of the knife.
13,2,,,,,,,The light is hanging above a table.
14,2,,,,,,,The box is partially hanging out of the purse.
15,2,,,,,,,The fence is surrounding a house.
16,2,,,,,,,The ball is directly underneath the chair.
17,2,,,,,,,The tree is growing halfway up the right side of the hill.
18,2,,,,,,,The tear is on the left side of the towel hanging on the left.
19,2,,,,,,,The apple sis sitting in the center of the dish.
2,2,,,,,,,The apple is centered in the bottom of he bowl.
20,2,,,,,,,The balloon is tied at the top end of a stick.
21,2,,,,,,,The high heeled shoe being worn on a foot.
22,2,,,,,,,The three papers are speared by the paper holder.
23,2,,,,,,,The wrapped up hose is sitting on a tree stump.
24,2,,,,,,,The spoon is beneath a towel.
25,2,,,,,,,The phone is hanging on a brick wall.
26,2,,,,,,,The crack is the front side of the cup starting at the top.
27,2,,,,,,,The fruit is hanging beneath the branch.
28,2,,,,,,,The head is in the middle of the stamp.
29,2,,,,,,,The tablecloth is on top of the table and handing down on all sides.
